No,;Time;;Time 1;Time 2;Delay;delay 1;delay 2;jitter
13840;34525,38;;34525,38;34525,686;0,306;0,305;-0,553;-0,858
13841;34525,686;;34525,686;34525,687;0,001;-0,553;0,528;1,081
13842;34525,687;;34525,687;34526,241;0,554;0,528;-0,039;-0,567
13843;34526,241;;34526,241;34526,267;0,026;-0,039;-0,165;-0,126
13844;34526,267;;34526,267;34526,332;0,065;-0,165;0,2;0,365
13845;34526,332;;34526,332;34526,562;0,23;0,2;0,021;-0,179
13846;34526,562;;34526,562;34526,592;0,03;0,021;-3,249;-3,27
13847;34526,592;;34526,592;34526,601;0,009;-3,249;3,221;6,47
13848;34526,601;;34526,601;34529,859;3,258;3,221;0,031;-3,19
13849;34529,859;;34529,859;34529,896;0,037;0,031;-3,234;-3,265
13850;34529,896;;34529,896;34529,902;0,006;-3,234;-4,668;-1,434
13851;34529,902;;34529,902;34533,142;3,24;-4,668;7,907;12,575
13852;34533,142;;34533,142;34541,05;7,908;7,907;-0,04;-7,947
13853;34541,05;;34541,05;34541,051;0,001;-0,04;-1,123;-1,083
13854;34541,051;;34541,051;34541,092;0,041;-1,123;1,128;2,251
13855;34541,092;;34541,092;34542,256;1,164;1,128;-0,921;-2,049
13856;34542,256;;34542,256;34542,292;0,036;-0,921;0,59;1,511
13857;34542,292;;34542,292;34543,249;0,957;0,59;0,366;-0,224
13858;34543,249;;34543,249;34543,616;0,367;0,366;-0,037;-0,403
13861;34543,616;;34543,616;34543,617;0,001;-0,037;-5,233;-5,196
13862;34543,617;;34543,617;34543,655;0,038;-5,233;5,27;10,503
13863;34543,655;;34543,655;34548,926;5,271;5,27;7,27596E-12;-5,27
13865;34548,926;;34548,926;34548,927;0,001;7,27596E-12;0;-7,27596E-12
13866;34548,927;;34548,927;34548,928;0,001;0;0,001;0,001
13867;34548,928;;34548,928;34548,929;0,001;0,001;-0,001;-0,002
13868;34548,929;;34548,929;34548,929;0;-0,001;0,001;0,002
13869;34548,929;;34548,929;34548,93;0,001;0,001;-0,001;-0,002
13870;34548,93;;34548,93;34548,93;0;-0,001;0,001;0,002
13871;34548,93;;34548,93;34548,931;0,001;0,001;0;-0,001
13872;34548,931;;34548,931;34548,931;0;0;-0,001;-0,001
13873;34548,931;;34548,931;34548,931;0;-0,001;0,001;0,002
13874;34548,931;;34548,931;34548,932;0,001;0,001;-0,085;-0,086
13875;34548,932;;34548,932;34548,932;0;-0,085;-0,338;-0,253
13876;34548,932;;34548,932;34549,017;0,085;-0,338;0,422;0,76
13877;34549,017;;34549,017;34549,44;0,423;0,422;-7,27596E-12;-0,422
13878;34549,44;;34549,44;34549,441;0,001;-7,27596E-12;-0,055;-0,055
13879;34549,441;;34549,441;34549,442;0,001;-0,055;0,017;0,072
13880;34549,442;;34549,442;34549,498;0,056;0,017;-1,049;-1,066
13881;34549,498;;34549,498;34549,537;0,039;-1,049;1,087;2,136
13882;34549,537;;34549,537;34550,625;1,088;1,087;-0,031;-1,118
13883;34550,625;;34550,625;34550,626;0,001;-0,031;-0,024;0,007
13884;34550,626;;34550,626;34550,658;0,032;-0,024;-4,018;-3,994
13885;34550,658;;34550,658;34550,714;0,056;-4,018;1,405;5,423
13886;34550,714;;34550,714;34554,788;4,074;1,405;2,669;1,264
13887;34554,788;;34554,788;34557,457;2,669;2,669;-4,932;-7,601
13888;34557,457;;34557,457;34557,457;0;-4,932;4,931;9,863
13889;34557,457;;34557,457;34562,389;4,932;4,931;-7,27596E-12;-4,931
13890;34562,389;;34562,389;34562,39;0,001;-7,27596E-12;-0,045;-0,045
13891;34562,39;;34562,39;34562,391;0,001;-0,045;-0,269;-0,224
13892;34562,391;;34562,391;34562,437;0,046;-0,269;0,276;0,545
13893;34562,437;;34562,437;34562,752;0,315;0,276;-1,786;-2,062
13894;34562,752;;34562,752;34562,791;0,039;-1,786;1,756;3,542
13895;34562,791;;34562,791;34564,616;1,825;1,756;-0,08;-1,836
13896;34564,616;;34564,616;34564,685;0,069;-0,08;0,119;0,199
13897;34564,685;;34564,685;34564,834;0,149;0,119;-0,072;-0,191
13898;34564,834;;34564,834;34564,864;0,03;-0,072;0,079;0,151
13899;34564,864;;34564,864;34564,966;0,102;0,079;-0,058;-0,137
13900;34564,966;;34564,966;34564,989;0,023;-0,058;0,061;0,119
13901;34564,989;;34564,989;34565,07;0,081;0,061;-0,085;-0,146
13902;34565,07;;34565,07;34565,09;0,02;-0,085;0,083;0,168
13903;34565,09;;34565,09;34565,195;0,105;0,083;-0,093;-0,176
13904;34565,195;;34565,195;34565,217;0,022;-0,093;0,09;0,183
13905;34565,217;;34565,217;34565,332;0,115;0,09;-1,661;-1,751
13906;34565,332;;34565,332;34565,357;0,025;-1,661;1,685;3,346
13907;34565,357;;34565,357;34567,043;1,686;1,685;-0,042;-1,727
13908;34567,043;;34567,043;34567,044;0,001;-0,042;-0,576;-0,534
13909;34567,044;;34567,044;34567,087;0,043;-0,576;0,618;1,194
13910;34567,087;;34567,087;34567,706;0,619;0,618;-0,021;-0,639
13911;34567,706;;34567,706;34567,707;0,001;-0,021;-1,464;-1,443
13912;34567,707;;34567,707;34567,729;0,022;-1,464;1,485;2,949
13913;34567,729;;34567,729;34569,215;1,486;1,485;-0,047;-1,532
13917;34569,215;;34569,215;34569,216;0,001;-0,047;-0,864;-0,817
13918;34569,216;;34569,216;34569,264;0,048;-0,864;0,911;1,775
13919;34569,264;;34569,264;34570,176;0,912;0,911;-0,034;-0,945
13923;34570,176;;34570,176;34570,177;0,001;-0,034;-0,723;-0,689
13924;34570,177;;34570,177;34570,212;0,035;-0,723;0,757;1,48
13927;34570,212;;34570,212;34570,97;0,758;0,757;-0,044;-0,801
13928;34570,97;;34570,97;34570,971;0,001;-0,044;-0,267;-0,223
13929;34570,971;;34570,971;34571,016;0,045;-0,267;0,312;0,579
13930;34571,016;;34571,016;34571,328;0,312;0,312;-0,028;-0,34
13931;34571,328;;34571,328;34571,328;0;-0,028;-0,702;-0,674
13932;34571,328;;34571,328;34571,356;0,028;-0,702;0,729;1,431
13933;34571,356;;34571,356;34572,086;0,73;0,729;-0,027;-0,756
13934;34572,086;;34572,086;34572,087;0,001;-0,027;-3,511;-3,484
13935;34572,087;;34572,087;34572,115;0,028;-3,511;3,462;6,973
13936;34572,115;;34572,115;34575,654;3,539;3,462;-0,943;-4,405
13938;34575,654;;34575,654;34575,731;0,077;-0,943;0,457;1,4
13939;34575,731;;34575,731;34576,751;1,02;0,457;0,563;0,106
13940;34576,751;;34576,751;34577,314;0,563;0,563;-0,002;-0,565
13941;34577,314;;34577,314;34577,314;0;-0,002;-0,045;-0,043
13942;34577,314;;34577,314;34577,316;0,002;-0,045;-0,865;-0,82
13943;34577,316;;34577,316;34577,363;0,047;-0,865;0,909;1,774
13944;34577,363;;34577,363;34578,275;0,912;0,909;-0,001;-0,91
13945;34578,275;;34578,275;34578,278;0,003;-0,001;-0,091;-0,09
13946;34578,278;;34578,278;34578,282;0,004;-0,091;-0,639;-0,548
13947;34578,282;;34578,282;34578,377;0,095;-0,639;0,732;1,371
13948;34578,377;;34578,377;34579,111;0,734;0,732;0,001;-0,731
13949;34579,111;;34579,111;34579,113;0,002;0,001;-0,04;-0,041
13950;34579,113;;34579,113;34579,114;0,001;-0,04;-2,721;-2,681
13951;34579,114;;34579,114;34579,155;0,041;-2,721;2,761;5,482
13952;34579,155;;34579,155;34581,917;2,762;2,761;-0,001;-2,762
13953;34581,917;;34581,917;34581,918;0,001;-0,001;-0,046;-0,045
13954;34581,918;;34581,918;34581,92;0,002;-0,046;-0,013;0,033
13955;34581,92;;34581,92;34581,968;0,048;-0,013;0,06;0,073
13956;34581,968;;34581,968;34582,029;0,061;0,06;-0,017;-0,077
13957;34582,029;;34582,029;34582,03;0,001;-0,017;-0,295;-0,278
13958;34582,03;;34582,03;34582,048;0,018;-0,295;0,312;0,607
13959;34582,048;;34582,048;34582,361;0,313;0,312;-0,028;-0,34
13960;34582,361;;34582,361;34582,362;0,001;-0,028;-0,327;-0,299
13961;34582,362;;34582,362;34582,391;0,029;-0,327;0,355;0,682
13962;34582,391;;34582,391;34582,747;0,356;0,355;-0,015;-0,37
13963;34582,747;;34582,747;34582,748;0,001;-0,015;-0,306;-0,291
13964;34582,748;;34582,748;34582,764;0,016;-0,306;0,309;0,615
13965;34582,764;;34582,764;34583,086;0,322;0,309;-0,009;-0,318
13966;34583,086;;34583,086;34583,099;0,013;-0,009;-0,353;-0,344
13967;34583,099;;34583,099;34583,121;0,022;-0,353;0,362;0,715
13968;34583,121;;34583,121;34583,496;0,375;0,362;-0,337;-0,699
13969;34583,496;;34583,496;34583,509;0,013;-0,337;0,349;0,686
13970;34583,509;;34583,509;34583,859;0,35;0,349;-0,027;-0,376
13971;34583,859;;34583,859;34583,86;0,001;-0,027;-0,296;-0,269
13972;34583,86;;34583,86;34583,888;0,028;-0,296;0,324;0,62
13973;34583,888;;34583,888;34584,212;0,324;0,324;-0,018;-0,342
13974;34584,212;;34584,212;34584,212;0;-0,018;-0,57;-0,552
13975;34584,212;;34584,212;34584,23;0,018;-0,57;0,588;1,158
13976;34584,23;;34584,23;34584,818;0,588;0,588;-0,002;-0,59
13977;34584,818;;34584,818;34584,818;0;-0,002;-0,015;-0,013
13978;34584,818;;34584,818;34584,82;0,002;-0,015;-0,792;-0,777
13979;34584,82;;34584,82;34584,837;0,017;-0,792;0,808;1,6
13980;34584,837;;34584,837;34585,646;0,809;0,808;0,001;-0,807
13981;34585,646;;34585,646;34585,647;0,001;0,001;-0,001;-0,002
13982;34585,647;;34585,647;34585,647;0;-0,001;0,001;0,002
13983;34585,647;;34585,647;34585,648;0,001;0,001;0;-0,001
13984;34585,648;;34585,648;34585,648;0;0;0;0
13985;34585,648;;34585,648;34585,648;0;0;0;0
13986;34585,648;;34585,648;34585,648;0;0;-0,001;-0,001
13987;34585,648;;34585,648;34585,648;0;-0,001;0,001;0,002
13988;34585,648;;34585,648;34585,649;0,001;0,001;-0,001;-0,002
13989;34585,649;;34585,649;34585,649;0;-0,001;-0,058;-0,057
13990;34585,649;;34585,649;34585,65;0,001;-0,058;0,01;0,068
13991;34585,65;;34585,65;34585,709;0,059;0,01;0,025;0,015
13992;34585,709;;34585,709;34585,758;0,049;0,025;0,001;-0,024
13993;34585,758;;34585,758;34585,782;0,024;0,001;-0,017;-0,018
13994;34585,782;;34585,782;34585,805;0,023;-0,017;0,03;0,047
13995;34585,805;;34585,805;34585,845;0,04;0,03;-0,447;-0,477
13996;34585,845;;34585,845;34585,855;0,01;-0,447;0,433;0,88
13997;34585,855;;34585,855;34586,312;0,457;0,433;-0,916;-1,349
13998;34586,312;;34586,312;34586,336;0,024;-0,916;0,939;1,855
13999;34586,336;;34586,336;34587,276;0,94;0,939;-0,038;-0,977
14000;34587,276;;34587,276;34587,277;0,001;-0,038;-3,457;-3,419
14001;34587,277;;34587,277;34587,316;0,039;-3,457;3,495;6,952
14002;34587,316;;34587,316;34590,812;3,496;3,495;-0,031;-3,526
14003;34590,812;;34590,812;34590,813;0,001;-0,031;-0,998;-0,967
14004;34590,813;;34590,813;34590,845;0,032;-0,998;1,029;2,027
14005;34590,845;;34590,845;34591,875;1,03;1,029;-0,029;-1,058
14006;34591,875;;34591,875;34591,876;0,001;-0,029;-0,693;-0,664
14007;34591,876;;34591,876;34591,906;0,03;-0,693;0,722;1,415
14008;34591,906;;34591,906;34592,629;0,723;0,722;-0,031;-0,753
14009;34592,629;;34592,629;34592,63;0,001;-0,031;-0,833;-0,802
14010;34592,63;;34592,63;34592,662;0,032;-0,833;0,864;1,697
14011;34592,662;;34592,662;34593,527;0,865;0,864;-0,049;-0,913
14012;34593,527;;34593,527;34593,528;0,001;-0,049;-0,025;0,024
14013;34593,528;;34593,528;34593,578;0,05;-0,025;0,075;0,1
14014;34593,578;;34593,578;34593,653;0,075;0,075;-0,001;-0,076
14015;34593,653;;34593,653;34593,653;0;-0,001;-0,023;-0,022
14016;34593,653;;34593,653;34593,654;0,001;-0,023;0,003;0,026
14017;34593,654;;34593,654;34593,678;0,024;0,003;-1,098;-1,101
14018;34593,678;;34593,678;34593,699;0,021;-1,098;0,968;2,066
14019;34593,699;;34593,699;34594,818;1,119;0,968;0,112;-0,856
14022;34594,818;;34594,818;34594,969;0,151;0,112;-9,932;-10,044
14023;34594,969;;34594,969;34595,008;0,039;-9,932;9,692;19,624
14024;34595,008;;34595,008;34604,979;9,971;9,692;0,202;-9,49
14025;34604,979;;34604,979;34605,258;0,279;0,202;-0,111;-0,313
14026;34605,258;;34605,258;34605,335;0,077;-0,111;0,187;0,298
14027;34605,335;;34605,335;34605,523;0,188;0,187;-7,27596E-12;-0,187
14028;34605,523;;34605,523;34605,524;0,001;-7,27596E-12;-0,034;-0,034
14029;34605,524;;34605,524;34605,525;0,001;-0,034;-0,714;-0,68
14030;34605,525;;34605,525;34605,56;0,035;-0,714;0,748;1,462
14031;34605,56;;34605,56;34606,309;0,749;0,748;-0,03;-0,778
14032;34606,309;;34606,309;34606,31;0,001;-0,03;-0,161;-0,131
14033;34606,31;;34606,31;34606,341;0,031;-0,161;0,137;0,298
14034;34606,341;;34606,341;34606,533;0,192;0,137;-0,208;-0,345
14035;34606,533;;34606,533;34606,588;0,055;-0,208;0,263;0,471
14036;34606,588;;34606,588;34606,851;0,263;0,263;-0,002;-0,265
14037;34606,851;;34606,851;34606,851;0;-0,002;-0,025;-0,023
14038;34606,851;;34606,851;34606,853;0,002;-0,025;-0,281;-0,256
14039;34606,853;;34606,853;34606,88;0,027;-0,281;0,306;0,587
14040;34606,88;;34606,88;34607,188;0,308;0,306;-0,043;-0,349
14041;34607,188;;34607,188;34607,19;0,002;-0,043;-0,135;-0,092
14042;34607,19;;34607,19;34607,235;0,045;-0,135;-0,014;0,121
14043;34607,235;;34607,235;34607,415;0,18;-0,014;0,142;0,156
14044;34607,415;;34607,415;34607,609;0,194;0,142;-0,124;-0,266
14045;34607,609;;34607,609;34607,661;0,052;-0,124;0,147;0,271
14046;34607,661;;34607,661;34607,837;0,176;0,147;-2,22;-2,367
14047;34607,837;;34607,837;34607,866;0,029;-2,22;2,248;4,468
14048;34607,866;;34607,866;34610,115;2,249;2,248;-0,042;-2,29
14049;34610,115;;34610,115;34610,116;0,001;-0,042;-1,629;-1,587
14050;34610,116;;34610,116;34610,159;0,043;-1,629;1,622;3,251
14051;34610,159;;34610,159;34611,831;1,672;1,622;-1,103;-2,725
14052;34611,831;;34611,831;34611,881;0,05;-1,103;-6,584;-5,481
14053;34611,881;;34611,881;34613,034;1,153;-6,584;0,865;7,449
14054;34613,034;;34613,034;34620,771;7,737;0,865;6,872;6,007
14058;34620,771;;34620,771;34627,643;6,872;6,872;-0,032;-6,904
14059;34627,643;;34627,643;34627,643;0;-0,032;-0,023;0,009
14060;34627,643;;34627,643;34627,675;0,032;-0,023;-1,354;-1,331
14061;34627,675;;34627,675;34627,73;0,055;-1,354;1,057;2,411
14062;34627,73;;34627,73;34629,139;1,409;1,057;0,351;-0,706
14063;34629,139;;34629,139;34629,491;0,352;0,351;0,001;-0,35
14064;34629,491;;34629,491;34629,492;0,001;0,001;-0,03;-0,031
14065;34629,492;;34629,492;34629,492;0;-0,03;-1,463;-1,433
14066;34629,492;;34629,492;34629,522;0,03;-1,463;1,492;2,955
14067;34629,522;;34629,522;34631,015;1,493;1,492;-0,551;-2,043
14068;34631,015;;34631,015;34631,016;0,001;-0,551;0,528;1,079
14069;34631,016;;34631,016;34631,568;0,552;0,528;-3,748;-4,276
14070;34631,568;;34631,568;34631,592;0,024;-3,748;3,657;7,405
14071;34631,592;;34631,592;34635,364;3,772;3,657;-0,51;-4,167
14072;34635,364;;34635,364;34635,479;0,115;-0,51;0,566;1,076
14073;34635,479;;34635,479;34636,104;0,625;0,566;-2,346;-2,912
14074;34636,104;;34636,104;34636,163;0,059;-2,346;2,336;4,682
14075;34636,163;;34636,163;34638,568;2,405;2,336;-0,57;-2,906
14077;34638,568;;34638,568;34638,637;0,069;-0,57;0,585;1,155
14078;34638,637;;34638,637;34639,276;0,639;0,585;-0,642;-1,227
14079;34639,276;;34639,276;34639,33;0,054;-0,642;0,644;1,286
14080;34639,33;;34639,33;34640,026;0,696;0,644;-10,175;-10,819
14082;34640,026;;34640,026;34640,078;0,052;-10,175;9,685;19,86
14083;34640,078;;34640,078;34650,305;10,227;9,685;-6,14;-15,825
14084;34650,305;;34650,305;34650,847;0,542;-6,14;6,682;12,822
14085;34650,847;;34650,847;34657,529;6,682;6,682;-3,959;-10,641
14087;34657,529;;34657,529;34657,529;0;-3,959;3,958;7,917
14088;34657,529;;34657,529;34661,488;3,959;3,958;0,001;-3,957
14089;34661,488;;34661,488;34661,489;0,001;0,001;0;-0,001
14090;34661,489;;34661,489;34661,489;0;0;0;0
14091;34661,489;;34661,489;34661,489;0;0;-0,001;-0,001
14092;34661,489;;34661,489;34661,489;0;-0,001;0,001;0,002
14093;34661,489;;34661,489;34661,49;0,001;0,001;-0,044;-0,045
14094;34661,49;;34661,49;34661,49;0;-0,044;-1,361;-1,317
14095;34661,49;;34661,49;34661,534;0,044;-1,361;1,405;2,766
14096;34661,534;;34661,534;34662,939;1,405;1,405;-0,026;-1,431
14097;34662,939;;34662,939;34662,939;0;-0,026;-2,042;-2,016
14098;34662,939;;34662,939;34662,965;0,026;-2,042;1,737;3,779
14099;34662,965;;34662,965;34665,033;2,068;1,737;0,311;-1,426
14100;34665,033;;34665,033;34665,364;0,331;0,311;-0,167;-0,478
14101;34665,364;;34665,364;34665,384;0,02;-0,167;-4,688;-4,521
14102;34665,384;;34665,384;34665,571;0,187;-4,688;4,875;9,563
14103;34665,571;;34665,571;34670,446;4,875;4,875;-9,32;-14,195
14104;34670,446;;34670,446;34670,446;0;-9,32;9,239;18,559
14105;34670,446;;34670,446;34679,766;9,32;9,239;-0,604;-9,843
14108;34679,766;;34679,766;34679,847;0,081;-0,604;0,617;1,221
14109;34679,847;;34679,847;34680,532;0,685;0,617;0,019;-0,598
14110;34680,532;;34680,532;34680,6;0,068;0,019;0,049;0,03
14111;34680,6;;34680,6;34680,649;0,049;0,049;-0,001;-0,05
14112;34680,649;;34680,649;34680,649;0;-0,001;0,001;0,002
14113;34680,649;;34680,649;34680,65;0,001;0,001;0;-0,001
14114;34680,65;;34680,65;34680,65;0;0;0;0
14115;34680,65;;34680,65;34680,65;0;0;-0,001;-0,001
14116;34680,65;;34680,65;34680,65;0;-0,001;0,001;0,002
14117;34680,65;;34680,65;34680,651;0,001;0,001;0;-0,001
14118;34680,651;;34680,651;34680,651;0;0;0;0
14119;34680,651;;34680,651;34680,651;0;0;0;0
14120;34680,651;;34680,651;34680,651;0;0;-0,051;-0,051
14121;34680,651;;34680,651;34680,651;0;-0,051;0,018;0,069
14122;34680,651;;34680,651;34680,702;0,051;0,018;-0,331;-0,349
14123;34680,702;;34680,702;34680,735;0,033;-0,331;-0,641;-0,31
14124;34680,735;;34680,735;34681,099;0,364;-0,641;1,004;1,645
14125;34681,099;;34681,099;34682,104;1,005;1,004;-0,033;-1,037
14126;34682,104;;34682,104;34682,105;0,001;-0,033;-0,021;0,012
14127;34682,105;;34682,105;34682,139;0,034;-0,021;0,055;0,076
14128;34682,139;;34682,139;34682,194;0,055;0,055;-0,011;-0,066
14129;34682,194;;34682,194;34682,194;0;-0,011;-0,252;-0,241
14130;34682,194;;34682,194;34682,205;0,011;-0,252;-0,017;0,235
14131;34682,205;;34682,205;34682,468;0,263;-0,017;-0,248;-0,231
14132;34682,468;;34682,468;34682,748;0,28;-0,248;0,48;0,728
14133;34682,748;;34682,748;34683,276;0,528;0,48;-0,776;-1,256
14134;34683,276;;34683,276;34683,324;0,048;-0,776;0,767;1,543
14135;34683,324;;34683,324;34684,148;0,824;0,767;-2,426;-3,193
14136;34684,148;;34684,148;34684,205;0,057;-2,426;2,433;4,859
14137;34684,205;;34684,205;34686,688;2,483;2,433;-1,647;-4,08
14138;34686,688;;34686,688;34686,738;0,05;-1,647;1,095;2,742
14139;34686,738;;34686,738;34688,435;1,697;1,095;-0,131;-1,226
14140;34688,435;;34688,435;34689,037;0,602;-0,131;-0,036;0,095
14141;34689,037;;34689,037;34689,77;0,733;-0,036;0,769;0,805
14142;34689,77;;34689,77;34690,539;0,769;0,769;0;-0,769
14143;34690,539;;34690,539;34690,539;0;0;-0,035;-0,035
14144;34690,539;;34690,539;34690,539;0;-0,035;-0,611;-0,576
14145;34690,539;;34690,539;34690,574;0,035;-0,611;-0,116;0,495
14146;34690,574;;34690,574;34691,22;0,646;-0,116;0,761;0,877
14147;34691,22;;34691,22;34691,982;0,762;0,761;0;-0,761
14148;34691,982;;34691,982;34691,983;0,001;0;-0,033;-0,033
14149;34691,983;;34691,983;34691,984;0,001;-0,033;-7,928;-7,895
14150;34691,984;;34691,984;34692,018;0,034;-7,928;7,961;15,889
14151;34692,018;;34692,018;34699,98;7,962;7,961;0,001;-7,96
14152;34699,98;;34699,98;34699,981;0,001;0,001;-0,035;-0,036
14153;34699,981;;34699,981;34699,981;0;-0,035;-3,17;-3,135
14154;34699,981;;34699,981;34700,016;0,035;-3,17;3,152;6,322
14156;34700,016;;34700,016;34703,221;3,205;3,152;-0,955;-4,107
14160;34703,221;;34703,221;34703,274;0,053;-0,955;1,007;1,962
14161;34703,274;;34703,274;34704,282;1,008;1,007;-1,058;-2,065
14162;34704,282;;34704,282;34704,283;0,001;-1,058;1,058;2,116
14163;34704,283;;34704,283;34705,342;1,059;1,058;-0,027;-1,085
14164;34705,342;;34705,342;34705,343;0,001;-0,027;-0,426;-0,399
14165;34705,343;;34705,343;34705,371;0,028;-0,426;0,388;0,814
14166;34705,371;;34705,371;34705,825;0,454;0,388;-0,109;-0,497
14167;34705,825;;34705,825;34705,891;0,066;-0,109;0,135;0,244
14168;34705,891;;34705,891;34706,066;0,175;0,135;0,011;-0,124
14169;34706,066;;34706,066;34706,106;0,04;0,011;-0,804;-0,815
14170;34706,106;;34706,106;34706,135;0,029;-0,804;0,833;1,637
14171;34706,135;;34706,135;34706,968;0,833;0,833;0;-0,833
14172;34706,968;;34706,968;34706,968;0;0;-0,001;-0,001
14173;34706,968;;34706,968;34706,968;0;-0,001;-0,534;-0,533
14174;34706,968;;34706,968;34706,969;0,001;-0,534;0,534;1,068
14175;34706,969;;34706,969;34707,504;0,535;0,534;-0,034;-0,568
14176;34707,504;;34707,504;34707,505;0,001;-0,034;-0,944;-0,91
14177;34707,505;;34707,505;34707,54;0,035;-0,944;0,978;1,922
14180;34707,54;;34707,54;34708,519;0,979;0,978;-0,033;-1,011
14181;34708,519;;34708,519;34708,52;0,001;-0,033;-0,396;-0,363
14182;34708,52;;34708,52;34708,554;0,034;-0,396;0,379;0,775
14183;34708,554;;34708,554;34708,984;0,43;0,379;-3,099;-3,478
14185;34708,984;;34708,984;34709,035;0,051;-3,099;3,058;6,157
14186;34709,035;;34709,035;34712,185;3,15;3,058;-0,326;-3,384
14187;34712,185;;34712,185;34712,277;0,092;-0,326;0,319;0,645
14188;34712,277;;34712,277;34712,695;0,418;0,319;-2,81;-3,129
14189;34712,695;;34712,695;34712,794;0,099;-2,81;2,805;5,615
14190;34712,794;;34712,794;34715,703;2,909;2,805;-0,024;-2,829
14191;34715,703;;34715,703;34715,807;0,104;-0,024;0,089;0,113
14192;34715,807;;34715,807;34715,935;0,128;0,089;-2,929;-3,018
14193;34715,935;;34715,935;34715,974;0,039;-2,929;2,851;5,78
14194;34715,974;;34715,974;34718,942;2,968;2,851;-0,117;-2,968
14195;34718,942;;34718,942;34719,059;0,117;-0,117;-0,703;-0,586
14196;34719,059;;34719,059;34719,293;0,234;-0,703;0,936;1,639
14197;34719,293;;34719,293;34720,23;0,937;0,936;-0,032;-0,968
14198;34720,23;;34720,23;34720,231;0,001;-0,032;-0,568;-0,536
14199;34720,231;;34720,231;34720,264;0,033;-0,568;0,6;1,168
14200;34720,264;;34720,264;34720,865;0,601;0,6;-0,031;-0,631
14201;34720,865;;34720,865;34720,866;0,001;-0,031;-0,682;-0,651
14202;34720,866;;34720,866;34720,898;0,032;-0,682;0,712;1,394
14203;34720,898;;34720,898;34721,612;0,714;0,712;0,001;-0,711
14204;34721,612;;34721,612;34721,614;0,002;0,001;-0,248;-0,249
14205;34721,614;;34721,614;34721,615;0,001;-0,248;0,194;0,442
14206;34721,615;;34721,615;34721,864;0,249;0,194;-0,355;-0,549
14207;34721,864;;34721,864;34721,919;0,055;-0,355;0,344;0,699
14208;34721,919;;34721,919;34722,329;0,41;0,344;-1,044;-1,388
14209;34722,329;;34722,329;34722,395;0,066;-1,044;0,264;1,308
14210;34722,395;;34722,395;34723,505;1,11;0,264;0,845;0,581
14211;34723,505;;34723,505;34724,351;0,846;0,845;-0,053;-0,898
14212;34724,351;;34724,351;34724,352;0,001;-0,053;-0,771;-0,718
14213;34724,352;;34724,352;34724,406;0,054;-0,771;0,824;1,595
14214;34724,406;;34724,406;34725,231;0,825;0,824;-0,001;-0,825
14215;34725,231;;34725,231;34725,232;0,001;-0,001;-0,05;-0,049
14216;34725,232;;34725,232;34725,234;0,002;-0,05;-0,993;-0,943
14217;34725,234;;34725,234;34725,286;0,052;-0,993;0,958;1,951
14218;34725,286;;34725,286;34726,331;1,045;0,958;-0,496;-1,454
14219;34726,331;;34726,331;34726,418;0,087;-0,496;0,025;0,521
14220;34726,418;;34726,418;34727,001;0,583;0,025;0,479;0,454
14221;34727,001;;34727,001;34727,559;0,558;0,479;-0,003;-0,482
14222;34727,559;;34727,559;34727,638;0,079;-0,003;0,073;0,076
14223;34727,638;;34727,638;34727,72;0,082;0,073;-0,044;-0,117
14224;34727,72;;34727,72;34727,729;0,009;-0,044;-2,547;-2,503
14225;34727,729;;34727,729;34727,782;0,053;-2,547;2,6;5,147
14226;34727,782;;34727,782;34730,382;2,6;2,6;0;-2,6
14228;34730,382;;34730,382;34730,382;0;0;-0,001;-0,001
14229;34730,382;;34730,382;34730,382;0;-0,001;-0,258;-0,257
14230;34730,382;;34730,382;34730,383;0,001;-0,258;-0,08;0,178
14231;34730,383;;34730,383;34730,642;0,259;-0,08;0,338;0,418
14232;34730,642;;34730,642;34730,981;0,339;0,338;0,001;-0,337
14233;34730,981;;34730,981;34730,982;0,001;0,001;-0,03;-0,031
14234;34730,982;;34730,982;34730,982;0;-0,03;-1,011;-0,981
14235;34730,982;;34730,982;34731,012;0,03;-1,011;1,04;2,051
14236;34731,012;;34731,012;34732,053;1,041;1,04;-0,028;-1,068
14237;34732,053;;34732,053;34732,054;0,001;-0,028;-0,295;-0,267
14238;34732,054;;34732,054;34732,083;0,029;-0,295;0,324;0,619
14239;34732,083;;34732,083;34732,407;0,324;0,324;-0,022;-0,346
14240;34732,407;;34732,407;34732,407;0;-0,022;-0,192;-0,17
14241;34732,407;;34732,407;34732,429;0,022;-0,192;0,169;0,361
14242;34732,429;;34732,429;34732,643;0,214;0,169;-1,245;-1,414
14243;34732,643;;34732,643;34732,688;0,045;-1,245;0,86;2,105
14244;34732,688;;34732,688;34733,978;1,29;0,86;0,43;-0,43
14245;34733,978;;34733,978;34734,408;0,43;0,43;-1,308;-1,738
14246;34734,408;;34734,408;34734,408;0;-1,308;1,308;2,616
14247;34734,408;;34734,408;34735,716;1,308;1,308;-0,001;-1,309
14248;34735,716;;34735,716;34735,716;0;-0,001;0,001;0,002
14249;34735,716;;34735,716;34735,717;0,001;0,001;-0,038;-0,039
14250;34735,717;;34735,717;34735,717;0;-0,038;-0,033;0,005
14251;34735,717;;34735,717;34735,755;0,038;-0,033;0,071;0,104
14252;34735,755;;34735,755;34735,826;0,071;0,071;-0,001;-0,072
14253;34735,826;;34735,826;34735,826;0;-0,001;-0,012;-0,011
