No,;Time;;Time 1;Time 2;Delay;delay 1;delay 2;jitter
1146;22246,931;;22246,931;22256,373;9,442;9,035;0,362;-8,673
1149;22256,373;;22256,373;22256,78;0,407;0,362;-6,449;-6,811
1150;22256,78;;22256,78;22256,825;0,045;-6,449;6,031;12,48
1151;22256,825;;22256,825;22263,319;6,494;6,031;-0,342;-6,373
1152;22263,319;;22263,319;22263,782;0,463;-0,342;0,796;1,138
1153;22263,782;;22263,782;22264,587;0,805;0,796;-2,911;-3,707
1154;22264,587;;22264,587;22264,596;0,009;-2,911;-6,394;-3,483
1155;22264,596;;22264,596;22267,516;2,92;-6,394;9,311;15,705
1156;22267,516;;22267,516;22276,83;9,314;9,311;-0,056;-9,367
1157;22276,83;;22276,83;22276,833;0,003;-0,056;-0,02;0,036
1158;22276,833;;22276,833;22276,892;0,059;-0,02;-5,231;-5,211
1159;22276,892;;22276,892;22276,971;0,079;-5,231;2,982;8,213
1160;22276,971;;22276,971;22282,281;5,31;2,982;-1,853;-4,835
1164;22282,281;;22282,281;22284,609;2,328;-1,853;4,006;5,859
1165;22284,609;;22284,609;22288,79;4,181;4,006;-0,502;-4,508
1166;22288,79;;22288,79;22288,965;0,175;-0,502;-5,176;-4,674
1167;22288,965;;22288,965;22289,642;0,677;-5,176;5,776;10,952
1168;22289,642;;22289,642;22295,495;5,853;5,776;-0,494;-6,27
1169;22295,495;;22295,495;22295,572;0,077;-0,494;0,525;1,019
1170;22295,572;;22295,572;22296,143;0,571;0,525;-9,225;-9,75
1171;22296,143;;22296,143;22296,189;0,046;-9,225;9,27;18,495
1172;22296,189;;22296,189;22305,46;9,271;9,27;-0,036;-9,306
1174;22305,46;;22305,46;22305,461;0,001;-0,036;-0,331;-0,295
1175;22305,461;;22305,461;22305,498;0,037;-0,331;0,366;0,697
1176;22305,498;;22305,498;22305,866;0,368;0,366;-0,026;-0,392
1177;22305,866;;22305,866;22305,868;0,002;-0,026;-0,733;-0,707
1178;22305,868;;22305,868;22305,896;0,028;-0,733;0,761;1,494
1179;22305,896;;22305,896;22306,657;0,761;0,761;-0,031;-0,792
1180;22306,657;;22306,657;22306,657;0;-0,031;-0,079;-0,048
1181;22306,657;;22306,657;22306,688;0,031;-0,079;-1,19;-1,111
1182;22306,688;;22306,688;22306,798;0,11;-1,19;-1,273;-0,083
1183;22306,798;;22306,798;22308,098;1,3;-1,273;2,31;3,583
1184;22308,098;;22308,098;22310,671;2,573;2,31;0,261;-2,049
1185;22310,671;;22310,671;22310,934;0,263;0,261;-0,033;-0,294
1186;22310,934;;22310,934;22310,936;0,002;-0,033;-0,314;-0,281
1187;22310,936;;22310,936;22310,971;0,035;-0,314;0,347;0,661
1188;22310,971;;22310,971;22311,32;0,349;0,347;-0,04;-0,387
1189;22311,32;;22311,32;22311,322;0,002;-0,04;-0,924;-0,884
1190;22311,322;;22311,322;22311,364;0,042;-0,924;0,944;1,868
1191;22311,364;;22311,364;22312,33;0,966;0,944;-4,066;-5,01
1192;22312,33;;22312,33;22312,352;0,022;-4,066;4,087;8,153
1193;22312,352;;22312,352;22316,44;4,088;4,087;-0,031;-4,118
1194;22316,44;;22316,44;22316,441;0,001;-0,031;-1,248;-1,217
1195;22316,441;;22316,441;22316,473;0,032;-1,248;-0,107;1,141
1196;22316,473;;22316,473;22317,753;1,28;-0,107;1,379;1,486
1197;22317,753;;22317,753;22319,14;1,387;1,379;-0,286;-1,665
1198;22319,14;;22319,14;22319,148;0,008;-0,286;-0,127;0,159
1199;22319,148;;22319,148;22319,442;0,294;-0,127;0,401;0,528
1200;22319,442;;22319,442;22319,863;0,421;0,401;-5,044;-5,445
1201;22319,863;;22319,863;22319,883;0,02;-5,044;5,064;10,108
1202;22319,883;;22319,883;22324,947;5,064;5,064;-0,741;-5,805
1203;22324,947;;22324,947;22324,947;0;-0,741;0,741;1,482
1204;22324,947;;22324,947;22325,688;0,741;0,741;-0,027;-0,768
1205;22325,688;;22325,688;22325,688;0;-0,027;-0,479;-0,452
1206;22325,688;;22325,688;22325,715;0,027;-0,479;-2,95;-2,471
1207;22325,715;;22325,715;22326,221;0,506;-2,95;-7,091;-4,141
1208;22326,221;;22326,221;22329,677;3,456;-7,091;6,073;13,164
1209;22329,677;;22329,677;22340,224;10,547;6,073;-24,531;-30,604
1210;22340,224;;22340,224;22344,698;4,474;-24,531;25,759;50,29
1211;22344,698;;22344,698;22373,703;29,005;25,759;3,245;-22,514
1212;22373,703;;22373,703;22376,949;3,246;3,245;-0,001;-3,246
1213;22376,949;;22376,949;22376,95;0,001;-0,001;0,002;0,003
1214;22376,95;;22376,95;22376,952;0,002;0,002;0;-0,002
1215;22376,952;;22376,952;22376,952;0;0;-0,001;-0,001
1216;22376,952;;22376,952;22376,952;0;-0,001;0,001;0,002
1217;22376,952;;22376,952;22376,953;0,001;0,001;0;-0,001
1218;22376,953;;22376,953;22376,953;0;0;-0,001;-0,001
1219;22376,953;;22376,953;22376,953;0;-0,001;0,001;0,002
1220;22376,953;;22376,953;22376,954;0,001;0,001;0;-0,001
1221;22376,954;;22376,954;22376,954;0;0;0;0
1222;22376,954;;22376,954;22376,954;0;0;-0,079;-0,079
1223;22376,954;;22376,954;22376,954;0;-0,079;-4,48;-4,401
1224;22376,954;;22376,954;22377,033;0,079;-4,48;4,559;9,039
1225;22377,033;;22377,033;22381,592;4,559;4,559;-0,002;-4,561
1226;22381,592;;22381,592;22381,592;0;-0,002;0,002;0,004
1227;22381,592;;22381,592;22381,594;0,002;0,002;-0,001;-0,003
1228;22381,594;;22381,594;22381,594;0;-0,001;0,001;0,002
1229;22381,594;;22381,594;22381,595;0,001;0,001;-0,045;-0,046
1230;22381,595;;22381,595;22381,595;0;-0,045;-0,153;-0,108
1231;22381,595;;22381,595;22381,64;0,045;-0,153;-16,196;-16,043
1232;22381,64;;22381,64;22381,838;0,198;-16,196;16,271;32,467
1233;22381,838;;22381,838;22398,232;16,394;16,271;-3,184;-19,455
1234;22398,232;;22398,232;22398,355;0,123;-3,184;3,209;6,393
1235;22398,355;;22398,355;22401,662;3,307;3,209;-0,087;-3,296
1236;22401,662;;22401,662;22401,76;0,098;-0,087;0,147;0,234
1237;22401,76;;22401,76;22401,945;0,185;0,147;-0,437;-0,584
1238;22401,945;;22401,945;22401,983;0,038;-0,437;0,431;0,868
1239;22401,983;;22401,983;22402,458;0,475;0,431;-5,486;-5,917
1240;22402,458;;22402,458;22402,502;0,044;-5,486;-4,61;0,876
1241;22402,502;;22402,502;22408,032;5,53;-4,61;8,595;13,205
1242;22408,032;;22408,032;22418,172;10,14;8,595;1,523;-7,072
1243;22418,172;;22418,172;22419,717;1,545;1,523;-3,993;-5,516
1244;22419,717;;22419,717;22419,739;0,022;-3,993;4,015;8,008
1245;22419,739;;22419,739;22423,754;4,015;4,015;-1,23;-5,245
1246;22423,754;;22423,754;22423,754;0;-1,23;1,21;2,44
1247;22423,754;;22423,754;22424,984;1,23;1,21;-0,354;-1,564
1248;22424,984;;22424,984;22425,004;0,02;-0,354;-0,005;0,349
1249;22425,004;;22425,004;22425,378;0,374;-0,005;-1,014;-1,009
1250;22425,378;;22425,378;22425,757;0,379;-1,014;1,393;2,407
1251;22425,757;;22425,757;22427,15;1,393;1,393;0;-1,393
1252;22427,15;;22427,15;22427,15;0;0;-0,039;-0,039
1253;22427,15;;22427,15;22427,15;0;-0,039;-0,198;-0,159
1254;22427,15;;22427,15;22427,189;0,039;-0,198;-24,037;-23,839
1255;22427,189;;22427,189;22427,426;0,237;-24,037;-0,921;23,116
1256;22427,426;;22427,426;22451,7;24,274;-0,921;3,806;4,727
1257;22451,7;;22451,7;22476,895;25,195;3,806;21,223;17,417
1258;22476,895;;22476,895;22498,284;21,389;21,223;-19,386;-40,609
1259;22498,284;;22498,284;22498,45;0,166;-19,386;9,141;28,527
1260;22498,45;;22498,45;22518,002;19,552;9,141;10,166;1,025
1261;22518,002;;22518,002;22528,413;10,411;10,166;0,245;-9,921
1262;22528,413;;22528,413;22528,658;0,245;0,245;-0,028;-0,273
1263;22528,658;;22528,658;22528,658;0;-0,028;-0,285;-0,257
1264;22528,658;;22528,658;22528,686;0,028;-0,285;-23,617;-23,332
1265;22528,686;;22528,686;22528,999;0,313;-23,617;-19,614;4,003
1266;22528,999;;22528,999;22552,929;23,93;-19,614;43,448;63,062
1267;22552,929;;22552,929;22596,473;43,544;43,448;-22,243;-65,691
1269;22596,473;;22596,473;22596,569;0,096;-22,243;21,642;43,885
1270;22596,569;;22596,569;22618,908;22,339;21,642;0,696;-20,946
1271;22618,908;;22618,908;22619,605;0,697;0,696;0,001;-0,695
1272;22619,605;;22619,605;22619,606;0,001;0,001;-0,054;-0,055
1273;22619,606;;22619,606;22619,606;0;-0,054;-0,987;-0,933
1274;22619,606;;22619,606;22619,66;0,054;-0,987;-2,233;-1,246
1275;22619,66;;22619,66;22620,701;1,041;-2,233;3,191;5,424
1276;22620,701;;22620,701;22623,975;3,274;3,191;-3,056;-6,247
1277;22623,975;;22623,975;22624,058;0,083;-3,056;-13,781;-10,725
1278;22624,058;;22624,058;22627,197;3,139;-13,781;-1,459;12,322
1279;22627,197;;22627,197;22644,117;16,92;-1,459;18,378;19,837
1280;22644,117;;22644,117;22662,496;18,379;18,378;-0,004;-18,382
1281;22662,496;;22662,496;22662,497;0,001;-0,004;0,004;0,008
1282;22662,497;;22662,497;22662,502;0,005;0,004;0;-0,004
1283;22662,502;;22662,502;22662,503;0,001;0;-0,209;-0,209
1284;22662,503;;22662,503;22662,504;0,001;-0,209;-19,967;-19,758
1285;22662,504;;22662,504;22662,714;0,21;-19,967;15,881;35,848
1286;22662,714;;22662,714;22682,891;20,177;15,881;4,231;-11,65
1287;22682,891;;22682,891;22687,187;4,296;4,231;-4,049;-8,28
1288;22687,187;;22687,187;22687,252;0,065;-4,049;-3,38;0,669
1289;22687,252;;22687,252;22691,366;4,114;-3,38;7,407;10,787
1290;22691,366;;22691,366;22698,86;7,494;7,407;-0,772;-8,179
1291;22698,86;;22698,86;22698,947;0,087;-0,772;0,817;1,589
1292;22698,947;;22698,947;22699,806;0,859;0,817;-5,584;-6,401
1293;22699,806;;22699,806;22699,848;0,042;-5,584;-9,993;-4,409
1294;22699,848;;22699,848;22705,474;5,626;-9,993;15,618;25,611
1295;22705,474;;22705,474;22721,093;15,619;15,618;-0,744;-16,362
1296;22721,093;;22721,093;22721,094;0,001;-0,744;0,745;1,489
1297;22721,094;;22721,094;22721,839;0,745;0,745;-0,001;-0,746
1298;22721,839;;22721,839;22721,839;0;-0,001;-0,032;-0,031
1299;22721,839;;22721,839;22721,84;0,001;-0,032;-0,497;-0,465
1300;22721,84;;22721,84;22721,873;0,033;-0,497;-0,072;0,425
1301;22721,873;;22721,873;22722,403;0,53;-0,072;0,602;0,674
1302;22722,403;;22722,403;22723,005;0,602;0,602;-0,002;-0,604
1303;22723,005;;22723,005;22723,005;0;-0,002;-0,022;-0,02
1304;22723,005;;22723,005;22723,007;0,002;-0,022;-0,323;-0,301
1305;22723,007;;22723,007;22723,031;0,024;-0,323;0,346;0,669
1306;22723,031;;22723,031;22723,378;0,347;0,346;-0,02;-0,366
1307;22723,378;;22723,378;22723,379;0,001;-0,02;-0,343;-0,323
1308;22723,379;;22723,379;22723,4;0,021;-0,343;0,364;0,707
1309;22723,4;;22723,4;22723,764;0,364;0,364;-0,001;-0,365
1310;22723,764;;22723,764;22723,764;0;-0,001;-0,016;-0,015
1311;22723,764;;22723,764;22723,765;0,001;-0,016;-4,294;-4,278
1312;22723,765;;22723,765;22723,782;0,017;-4,294;0,855;5,149
1313;22723,782;;22723,782;22728,093;4,311;0,855;-1,003;-1,858
1314;22728,093;;22728,093;22731,549;3,456;-1,003;4,028;5,031
1315;22731,549;;22731,549;22736,008;4,459;4,028;0,401;-3,627
1316;22736,008;;22736,008;22736,439;0,431;0,401;-19,557;-19,958
1317;22736,439;;22736,439;22736,469;0,03;-19,557;19,586;39,143
1318;22736,469;;22736,469;22756,056;19,587;19,586;-0,04;-19,626
1319;22756,056;;22756,056;22756,057;0,001;-0,04;-1,624;-1,584
1320;22756,057;;22756,057;22756,098;0,041;-1,624;-2,901;-1,277
1321;22756,098;;22756,098;22757,763;1,665;-2,901;4,563;7,464
1322;22757,763;;22757,763;22762,329;4,566;4,563;0,002;-4,561
1323;22762,329;;22762,329;22762,332;0,003;0,002;-0,121;-0,123
1324;22762,332;;22762,332;22762,333;0,001;-0,121;-0,213;-0,092
1325;22762,333;;22762,333;22762,455;0,122;-0,213;-4,952;-4,739
1326;22762,455;;22762,455;22762,79;0,335;-4,952;5,214;10,166
1327;22762,79;;22762,79;22768,077;5,287;5,214;-0,744;-5,958
1329;22768,077;;22768,077;22768,15;0,073;-0,744;0,779;1,523
1330;22768,15;;22768,15;22768,967;0,817;0,779;-0,551;-1,33
1331;22768,967;;22768,967;22769,005;0,038;-0,551;0,555;1,106
1332;22769,005;;22769,005;22769,594;0,589;0,555;-13,001;-13,556
1333;22769,594;;22769,594;22769,628;0,034;-13,001;8,309;21,31
1334;22769,628;;22769,628;22782,663;13,035;8,309;-4,674;-12,983
1335;22782,663;;22782,663;22787,389;4,726;-4,674;9,399;14,073
1336;22787,389;;22787,389;22796,789;9,4;9,399;0,001;-9,398
1337;22796,789;;22796,789;22796,79;0,001;0,001;-0,001;-0,002
1338;22796,79;;22796,79;22796,79;0;-0,001;0,001;0,002
1339;22796,79;;22796,79;22796,791;0,001;0,001;0;-0,001
1340;22796,791;;22796,791;22796,791;0;0;-0,076;-0,076
1341;22796,791;;22796,791;22796,791;0;-0,076;-1,064;-0,988
1342;22796,791;;22796,791;22796,867;0,076;-1,064;0,038;1,102
1343;22796,867;;22796,867;22798,007;1,14;0,038;1,046;1,008
1344;22798,007;;22798,007;22799,109;1,102;1,046;-21,832;-22,878
1345;22799,109;;22799,109;22799,165;0,056;-21,832;19,363;41,195
1346;22799,165;;22799,165;22821,053;21,888;19,363;2,524;-16,839
1347;22821,053;;22821,053;22823,578;2,525;2,524;-0,045;-2,569
1348;22823,578;;22823,578;22823,579;0,001;-0,045;-154,91;-154,865
1349;22823,579;;22823,579;22823,625;0,046;-154,91;143,56;298,47
1350;22823,625;;22823,625;22978,581;154,956;143,56;11,324;-132,236
1351;22978,581;;22978,581;22989,977;11,396;11,324;-0,243;-11,567
1355;22989,977;;22989,977;22990,049;0,072;-0,243;-3,914;-3,671
1356;22990,049;;22990,049;22990,364;0,315;-3,914;-35,442;-31,528
1357;22990,364;;22990,364;22994,593;4,229;-35,442;37,77;73,212
1358;22994,593;;22994,593;23034,264;39,671;37,77;0,862;-36,908
1359;23034,264;;23034,264;23036,165;1,901;0,862;0,949;0,087
1360;23036,165;;23036,165;23037,204;1,039;0,949;-19,339;-20,288
1361;23037,204;;23037,204;23037,294;0,09;-19,339;19,428;38,767
1362;23037,294;;23037,294;23056,723;19,429;19,428;-0,112;-19,54
1363;23056,723;;23056,723;23056,724;0,001;-0,112;-3,2;-3,088
1364;23056,724;;23056,724;23056,837;0,113;-3,2;1,598;4,798
1365;23056,837;;23056,837;23060,15;3,313;1,598;0,036;-1,562
1366;23060,15;;23060,15;23061,865;1,715;0,036;1,522;1,486
1367;23061,865;;23061,865;23063,544;1,679;1,522;0,156;-1,366
1368;23063,544;;23063,544;23063,701;0,157;0,156;0;-0,156
1369;23063,701;;23063,701;23063,702;0,001;0;-0,063;-0,063
1370;23063,702;;23063,702;23063,703;0,001;-0,063;-0,446;-0,383
1371;23063,703;;23063,703;23063,767;0,064;-0,446;0,121;0,567
1372;23063,767;;23063,767;23064,277;0,51;0,121;0,287;0,166
1373;23064,277;;23064,277;23064,666;0,389;0,287;-0,304;-0,591
1374;23064,666;;23064,666;23064,768;0,102;-0,304;0,274;0,578
1375;23064,768;;23064,768;23065,174;0,406;0,274;-6,079;-6,353
1376;23065,174;;23065,174;23065,306;0,132;-6,079;2,54;8,619
1377;23065,306;;23065,306;23071,517;6,211;2,54;-5,231;-7,771
1378;23071,517;;23071,517;23075,188;3,671;-5,231;2,763;7,994
1381;23075,188;;23075,188;23084,09;8,902;2,763;6,139;3,376
1382;23084,09;;23084,09;23090,229;6,139;6,139;-0,001;-6,14
1383;23090,229;;23090,229;23090,229;0;-0,001;-0,568;-0,567
1384;23090,229;;23090,229;23090,23;0,001;-0,568;-11,779;-11,211
1385;23090,23;;23090,23;23090,799;0,569;-11,779;12,348;24,127
1386;23090,799;;23090,799;23103,147;12,348;12,348;-0,002;-12,35
1387;23103,147;;23103,147;23103,147;0;-0,002;0,001;0,003
1388;23103,147;;23103,147;23103,149;0,002;0,001;0,001;0
1389;23103,149;;23103,149;23103,15;0,001;0,001;-0,046;-0,047
1390;23103,15;;23103,15;23103,15;0;-0,046;-11,893;-11,847
1391;23103,15;;23103,15;23103,196;0,046;-11,893;10,899;22,792
1392;23103,196;;23103,196;23115,135;11,939;10,899;0,993;-9,906
1393;23115,135;;23115,135;23116,175;1,04;0,993;-0,503;-1,496
1394;23116,175;;23116,175;23116,222;0,047;-0,503;0,503;1,006
1395;23116,222;;23116,222;23116,772;0,55;0,503;-0,979;-1,482
1396;23116,772;;23116,772;23116,819;0,047;-0,979;-16,729;-15,75
1397;23116,819;;23116,819;23117,845;1,026;-16,729;16,834;33,563
1398;23117,845;;23117,845;23135,6;17,755;16,834;0,433;-16,401
1399;23135,6;;23135,6;23136,521;0,921;0,433;0,452;0,019
1400;23136,521;;23136,521;23137,009;0,488;0,452;-0,867;-1,319
1401;23137,009;;23137,009;23137,045;0,036;-0,867;0,903;1,77
1402;23137,045;;23137,045;23137,948;0,903;0,903;-0,023;-0,926
1403;23137,948;;23137,948;23137,948;0;-0,023;-0,534;-0,511
1404;23137,948;;23137,948;23137,971;0,023;-0,534;0,541;1,075
1405;23137,971;;23137,971;23138,528;0,557;0,541;-0,867;-1,408
1406;23138,528;;23138,528;23138,544;0,016;-0,867;0,883;1,75
1407;23138,544;;23138,544;23139,427;0,883;0,883;-0,019;-0,902
1408;23139,427;;23139,427;23139,427;0;-0,019;-0,322;-0,303
1409;23139,427;;23139,427;23139,446;0,019;-0,322;0,34;0,662
1410;23139,446;;23139,446;23139,787;0,341;0,34;-0,018;-0,358
1411;23139,787;;23139,787;23139,788;0,001;-0,018;-16,679;-16,661
1412;23139,788;;23139,788;23139,807;0,019;-16,679;16,293;32,972
1413;23139,807;;23139,807;23156,505;16,698;16,293;0,38;-15,913
1414;23156,505;;23156,505;23156,91;0,405;0,38;-1,224;-1,604
1415;23156,91;;23156,91;23156,935;0,025;-1,224;-2,439;-1,215
1416;23156,935;;23156,935;23158,184;1,249;-2,439;3,688;6,127
1417;23158,184;;23158,184;23161,872;3,688;3,688;0;-3,688
1418;23161,872;;23161,872;23161,872;0;0;-0,025;-0,025
1419;23161,872;;23161,872;23161,872;0;-0,025;-0,208;-0,183
1420;23161,872;;23161,872;23161,897;0,025;-0,208;-1,732;-1,524
1421;23161,897;;23161,897;23162,13;0,233;-1,732;1,898;3,63
1422;23162,13;;23162,13;23164,095;1,965;1,898;-0,444;-2,342
1423;23164,095;;23164,095;23164,162;0,067;-0,444;0,467;0,911
1424;23164,162;;23164,162;23164,673;0,511;0,467;-1,881;-2,348
1425;23164,673;;23164,673;23164,717;0,044;-1,881;1,868;3,749
1426;23164,717;;23164,717;23166,642;1,925;1,868;-9,119;-10,987
1427;23166,642;;23166,642;23166,699;0,057;-9,119;3,21;12,329
1428;23166,699;;23166,699;23175,875;9,176;3,21;-0,302;-3,512
1429;23175,875;;23175,875;23181,841;5,966;-0,302;6,268;6,57
1430;23181,841;;23181,841;23188,109;6,268;6,268;-0,223;-6,491
1431;23188,109;;23188,109;23188,109;0;-0,223;0,223;0,446
1432;23188,109;;23188,109;23188,332;0,223;0,223;0;-0,223
1433;23188,332;;23188,332;23188,332;0;0;-0,031;-0,031
1434;23188,332;;23188,332;23188,332;0;-0,031;-0,377;-0,346
1435;23188,332;;23188,332;23188,363;0,031;-0,377;-1,098;-0,721
1436;23188,363;;23188,363;23188,771;0,408;-1,098;0,067;1,165
1437;23188,771;;23188,771;23190,277;1,506;0,067;1,439;1,372
1439;23190,277;;23190,277;23191,716;1,439;1,439;-0,001;-1,44
1440;23191,716;;23191,716;23191,716;0;-0,001;0,001;0,002
1441;23191,716;;23191,716;23191,717;0,001;0,001;-0,033;-0,034
1442;23191,717;;23191,717;23191,717;0;-0,033;-119,377;-119,344
1443;23191,717;;23191,717;23191,75;0,033;-119,377;119,338;238,715
1444;23191,75;;23191,75;23311,16;119,41;119,338;-132,256;-251,594
1445;23311,16;;23311,16;23311,232;0,072;-132,256;128,4;260,656
1446;23311,232;;23311,232;23443,56;132,328;128,4;3,725;-124,675
1449;23443,56;;23443,56;23447,488;3,928;3,725;-5,776;-9,501
1450;23447,488;;23447,488;23447,691;0,203;-5,776;-11,515;-5,739
1451;23447,691;;23447,691;23453,67;5,979;-11,515;16,444;27,959
1452;23453,67;;23453,67;23471,164;17,494;16,444;-13,99;-30,434
1453;23471,164;;23471,164;23472,214;1,05;-13,99;13,383;27,373
1454;23472,214;;23472,214;23487,254;15,04;13,383;1,656;-11,727
1455;23487,254;;23487,254;23488,911;1,657;1,656;-0,112;-1,768
1456;23488,911;;23488,911;23488,912;0,001;-0,112;-0,099;0,013
1457;23488,912;;23488,912;23489,025;0,113;-0,099;0,21;0,309
1458;23489,025;;23489,025;23489,237;0,212;0,21;-0,089;-0,299
1459;23489,237;;23489,237;23489,239;0,002;-0,089;-2,439;-2,35
1460;23489,239;;23489,239;23489,33;0,091;-2,439;-29,636;-27,197
1461;23489,33;;23489,33;23491,86;2,53;-29,636;31,111;60,747
1462;23491,86;;23491,86;23524,026;32,166;31,111;1,004;-30,107
1465;23524,026;;23524,026;23525,081;1,055;1,004;-0,919;-1,923
1466;23525,081;;23525,081;23525,132;0,051;-0,919;0,917;1,836
1467;23525,132;;23525,132;23526,102;0,97;0,917;-0,257;-1,174
1468;23526,102;;23526,102;23526,155;0,053;-0,257;-17,844;-17,587
1469;23526,155;;23526,155;23526,465;0,31;-17,844;17,348;35,192
1470;23526,465;;23526,465;23544,619;18,154;17,348;0,349;-16,999
1471;23544,619;;23544,619;23545,425;0,806;0,349;0,421;0,072
1472;23545,425;;23545,425;23545,882;0,457;0,421;-2,744;-3,165
1473;23545,882;;23545,882;23545,918;0,036;-2,744;2,78;5,524
1474;23545,918;;23545,918;23548,698;2,78;2,78;-0,001;-2,781
1475;23548,698;;23548,698;23548,698;0;-0,001;0,001;0,002
1476;23548,698;;23548,698;23548,699;0,001;0,001;-0,035;-0,036
1477;23548,699;;23548,699;23548,699;0;-0,035;-16,651;-16,616
1478;23548,699;;23548,699;23548,734;0,035;-16,651;16,685;33,336
1479;23548,734;;23548,734;23565,42;16,686;16,685;-0,042;-16,727
1480;23565,42;;23565,42;23565,421;0,001;-0,042;-1,459;-1,417
1481;23565,421;;23565,421;23565,464;0,043;-1,459;0,412;1,871
1482;23565,464;;23565,464;23566,966;1,502;0,412;1,09;0,678
1483;23566,966;;23566,966;23568,056;1,09;1,09;-0,001;-1,091
1484;23568,056;;23568,056;23568,056;0;-0,001;-0,029;-0,028
1485;23568,056;;23568,056;23568,057;0,001;-0,029;-0,199;-0,17
1486;23568,057;;23568,057;23568,087;0,03;-0,199;-2,972;-2,773
1487;23568,087;;23568,087;23568,316;0,229;-2,972;-12,093;-9,121
1488;23568,316;;23568,316;23571,517;3,201;-12,093;14,821;26,914
1490;23571,517;;23571,517;23586,811;15,294;14,821;-3,622;-18,443
1491;23586,811;;23586,811;23587,284;0,473;-3,622;0,838;4,46
1492;23587,284;;23587,284;23591,379;4,095;0,838;3,256;2,418
1493;23591,379;;23591,379;23594,636;3,257;3,256;0,001;-3,255
1494;23594,636;;23594,636;23594,637;0,001;0,001;-0,051;-0,052
1495;23594,637;;23594,637;23594,637;0;-0,051;-0,222;-0,171
1496;23594,637;;23594,637;23594,688;0,051;-0,222;-3,955;-3,733
1497;23594,688;;23594,688;23594,961;0,273;-3,955;-15,918;-11,963
1498;23594,961;;23594,961;23599,189;4,228;-15,918;18,245;34,163
1499;23599,189;;23599,189;23619,335;20,146;18,245;1,9;-16,345
1500;23619,335;;23619,335;23621,236;1,901;1,9;0,001;-1,899
1501;23621,236;;23621,236;23621,237;0,001;0,001;-0,063;-0,064
1502;23621,237;;23621,237;23621,237;0;-0,063;-0,361;-0,298
1503;23621,237;;23621,237;23621,3;0,063;-0,361;-5,471;-5,11
1504;23621,3;;23621,3;23621,724;0,424;-5,471;-11,643;-6,172
1505;23621,724;;23621,724;23627,619;5,895;-11,643;12,578;24,221
1506;23627,619;;23627,619;23645,157;17,538;12,578;4,959;-7,619
1507;23645,157;;23645,157;23650,117;4,96;4,959;0;-4,959
1508;23650,117;;23650,117;23650,118;0,001;0;-0,072;-0,072
1509;23650,118;;23650,118;23650,119;0,001;-0,072;-0,38;-0,308
1510;23650,119;;23650,119;23650,192;0,073;-0,38;-24,253;-23,873
1511;23650,192;;23650,192;23650,645;0,453;-24,253;-41,373;-17,12
1512;23650,645;;23650,645;23675,351;24,706;-41,373;-136,627;-95,254
1513;23675,351;;23675,351;23741,43;66,079;-136,627;-947,205;-810,578
1517;23741,43;;23741,43;23944,136;202,706;-947,205;851,894;1799,099
1520;23944,136;;23944,136;25094,047;1149,911;851,894;297,521;-554,373
1528;25094,047;;25094,047;25392,064;298,017;297,521;-19,06;-316,581
1531;25392,064;;25392,064;25392,56;0,496;-19,06;19,554;38,614
1532;25392,56;;25392,56;25412,116;19,556;19,554;-9,723;-29,277
1533;25412,116;;25412,116;25412,118;0,002;-9,723;9,454;19,177
1534;25412,118;;25412,118;25421,843;9,725;9,454;0,269;-9,185
1535;25421,843;;25421,843;25422,114;0,271;0,269;-0,074;-0,343
1536;25422,114;;25422,114;25422,116;0,002;-0,074;-0,33;-0,256
1537;25422,116;;25422,116;25422,192;0,076;-0,33;-23,821;-23,491
1538;25422,192;;25422,192;25422,598;0,406;-23,821;-44,789;-20,968
1539;25422,598;;25422,598;25446,825;24,227;-44,789;67,504;112,293
1540;25446,825;;25446,825;25515,841;69,016;67,504;1,315;-66,189
1541;25515,841;;25515,841;25517,353;1,512;1,315;-37,197;-38,512
1542;25517,353;;25517,353;25517,55;0,197;-37,197;35,34;72,537
1543;25517,55;;25517,55;25554,944;37,394;35,34;2,053;-33,287
1544;25554,944;;25554,944;25556,998;2,054;2,053;-10,044;-12,097
1545;25556,998;;25556,998;25556,999;0,001;-10,044;10,045;20,089
1546;25556,999;;25556,999;25567,044;10,045;10,045;-0,001;-10,046
1547;25567,044;;25567,044;25567,044;0;-0,001;-0,059;-0,058
1548;25567,044;;25567,044;25567,045;0,001;-0,059;-0,332;-0,273
1549;25567,045;;25567,045;25567,105;0,06;-0,332;-8,103;-7,771
1550;25567,105;;25567,105;25567,497;0,392;-8,103;8,246;16,349
1551;25567,497;;25567,497;25575,992;8,495;8,246;0,248;-7,998
1552;25575,992;;25575,992;25576,241;0,249;0,248;-0,045;-0,293
1553;25576,241;;25576,241;25576,242;0,001;-0,045;-15,675;-15,63
1554;25576,242;;25576,242;25576,288;0,046;-15,675;10,044;25,719
1555;25576,288;;25576,288;25592,009;15,721;10,044;5,601;-4,443
1556;25592,009;;25592,009;25597,686;5,677;5,601;-0,215;-5,816
1557;25597,686;;25597,686;25597,762;0,076;-0,215;0,249;0,464
1558;25597,762;;25597,762;25598,053;0,291;0,249;-0,192;-0,441
1559;25598,053;;25598,053;25598,095;0,042;-0,192;0,199;0,391
1560;25598,095;;25598,095;25598,329;0,234;0,199;-0,108;-0,307
1561;25598,329;;25598,329;25598,364;0,035;-0,108;-0,073;0,035
